glx@glx-make-current,Crash
glx@glx-multi-window-single-context,Fail
glx@glx-query-drawable-glx_fbconfig_id-window,Fail
glx@glx-visuals-depth -pixmap,Crash
glx@glx-visuals-stencil -pixmap,Crash
glx@glx_arb_create_context_es2_profile@invalid opengl es version,Fail
glx@glx_arb_create_context_no_error@no error,Fail
glx@glx_arb_create_context_robustness@invalid reset notification strategy,Fail
glx@glx_ext_import_context@free context,Fail
glx@glx_ext_import_context@get context id,Fail
glx@glx_ext_import_context@get current display,Fail
glx@glx_ext_import_context@import context- multi process,Fail
glx@glx_ext_import_context@import context- single process,Fail
glx@glx_ext_import_context@imported context has same context id,Fail
glx@glx_ext_import_context@make current- multi process,Fail
glx@glx_ext_import_context@make current- single process,Fail
glx@glx_ext_import_context@query context info,Fail
glx@glx_ext_no_config_context@no fbconfig,Fail
spec@!opengl 1.0@gl-1.0-swapbuffers-behavior,Fail
spec@!opengl 1.0@gl-1.0-user-clip-all-planes,Fail
spec@!opengl 1.0@rasterpos,Fail
spec@!opengl 1.0@rasterpos@glsl_vs_gs_linked,Fail
spec@!opengl 1.0@rasterpos@glsl_vs_tes_linked,Fail
spec@!opengl 1.1@read-front,Fail
spec@!opengl 1.1@read-front clear-front-first,Fail
spec@!opengl 1.1@read-front clear-front-first samples=2,Fail
spec@!opengl 1.1@read-front clear-front-first samples=4,Fail
spec@!opengl 1.1@read-front clear-front-first samples=6,Fail
spec@!opengl 1.1@read-front clear-front-first samples=8,Fail
spec@!opengl 1.1@read-front samples=2,Fail
spec@!opengl 1.1@read-front samples=4,Fail
spec@!opengl 1.1@read-front samples=6,Fail
spec@!opengl 1.1@read-front samples=8,Fail
spec@!opengl 1.1@teximage-colors gl_r16_snorm,Fail
spec@!opengl 1.1@teximage-colors gl_r16_snorm@GL_R16_SNORM texture with GL_BGR and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_r16_snorm@GL_R16_SNORM texture with GL_BGRA and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_r16_snorm@GL_R16_SNORM texture with GL_RGB and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rg16_snorm,Fail
spec@!opengl 1.1@teximage-colors gl_rg16_snorm@GL_RG16_SNORM texture with GL_BGR and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rg16_snorm@GL_RG16_SNORM texture with GL_BGRA and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rg16_snorm@GL_RG16_SNORM texture with GL_GREEN and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rg16_snorm@GL_RG16_SNORM texture with GL_RGB and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgb16_snorm,Fail
spec@!opengl 1.1@teximage-colors gl_rgb16_snorm@GL_RGB16_SNORM texture with GL_BGR and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgb16_snorm@GL_RGB16_SNORM texture with GL_BGRA and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgb16_snorm@GL_RGB16_SNORM texture with GL_BLUE and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgb16_snorm@GL_RGB16_SNORM texture with GL_GREEN and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgb16_snorm@GL_RGB16_SNORM texture with GL_RGB and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgba16_snorm,Fail
spec@!opengl 1.1@teximage-colors gl_rgba16_snorm@GL_RGBA16_SNORM texture with GL_BGR and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgba16_snorm@GL_RGBA16_SNORM texture with GL_BGRA and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgba16_snorm@GL_RGBA16_SNORM texture with GL_BLUE and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgba16_snorm@GL_RGBA16_SNORM texture with GL_GREEN and GL_BYTE,Fail
spec@!opengl 1.1@teximage-colors gl_rgba16_snorm@GL_RGBA16_SNORM texture with GL_RGB and GL_BYTE,Fail
spec@!opengl 1.1@windowoverlap,Fail
spec@arb_bindless_texture@compiler@images@arith-bound-image.frag,Crash
spec@arb_bindless_texture@compiler@samplers@arith-bound-sampler-texture2d.frag,Crash
spec@arb_bindless_texture@illegal,Fail
spec@arb_bindless_texture@illegal@Call glCopyTexImage* when a texture handle is referenced,Fail
spec@arb_bindless_texture@illegal@Call glTexImage* when a texture handle is referenced,Fail
spec@arb_direct_state_access@gettextureimage-formats,Crash
spec@arb_enhanced_layouts@compiler@block-member-locations@arrayed-block-member-location.frag,Fail
spec@arb_enhanced_layouts@compiler@block-member-locations@arrayed-block-member-location.vert,Fail
spec@arb_gl_spirv@execution@ssbo@aoa,Fail
spec@arb_gl_spirv@execution@ssbo@aoa-2,Fail
spec@arb_gl_spirv@execution@ssbo@array,Fail
spec@arb_gl_spirv@execution@ssbo@array-indirect,Fail
spec@arb_gl_spirv@execution@ssbo@array-inside-ssbo,Fail
spec@arb_gl_spirv@execution@ssbo@array-of-arrays-inside-ssbo,Fail
spec@arb_gl_spirv@execution@ssbo@matrix@column-major,Fail
spec@arb_gl_spirv@execution@ssbo@matrix@column-vs-row,Fail
spec@arb_gl_spirv@execution@ssbo@matrix@complex,Fail
spec@arb_gl_spirv@execution@ssbo@matrix@indirect-column-major,Fail
spec@arb_gl_spirv@execution@ssbo@matrix@indirect-row-major,Fail
spec@arb_gl_spirv@execution@ssbo@matrix@row-major,Fail
spec@arb_gl_spirv@execution@ssbo@simple,Fail
spec@arb_gl_spirv@execution@ssbo@two-ssbo,Fail
spec@arb_gl_spirv@execution@ssbo@two-ssbo-different-layouts,Fail
spec@arb_gl_spirv@execution@ssbo@two-stages,Fail
spec@arb_gl_spirv@execution@ssbo@unsized-array,Fail
spec@arb_gl_spirv@execution@ssbo@unsized-array-length,Fail
spec@arb_gl_spirv@execution@ubo@aoa,Fail
spec@arb_gl_spirv@execution@ubo@aoa-2,Fail
spec@arb_gl_spirv@execution@ubo@array,Fail
spec@arb_gl_spirv@execution@ubo@array-complex,Fail
spec@arb_gl_spirv@execution@ubo@array-different-array-stride-ubo,Fail
spec@arb_gl_spirv@execution@ubo@array-indirect,Fail
spec@arb_gl_spirv@execution@ubo@array-inside-ubo,Fail
spec@arb_gl_spirv@execution@ubo@array-inside-ubo-copy,Fail
spec@arb_gl_spirv@execution@ubo@array-of-arrays-inside-ubo,Fail
spec@arb_gl_spirv@execution@ubo@explicit-offset,Fail
spec@arb_gl_spirv@execution@ubo@explicit-offset-nested-struct,Fail
spec@arb_gl_spirv@execution@ubo@location-0-crash,Fail
spec@arb_gl_spirv@execution@ubo@matrix@column-major,Fail
spec@arb_gl_spirv@execution@ubo@matrix@column-vs-row,Fail
spec@arb_gl_spirv@execution@ubo@matrix@complex,Fail
spec@arb_gl_spirv@execution@ubo@matrix@different-matrix-stride,Fail
spec@arb_gl_spirv@execution@ubo@matrix@indirect-column-major,Fail
spec@arb_gl_spirv@execution@ubo@matrix@indirect-row-major,Fail
spec@arb_gl_spirv@execution@ubo@matrix@row-major,Fail
spec@arb_gl_spirv@execution@ubo@simple,Fail
spec@arb_gl_spirv@execution@ubo@two-stages,Fail
spec@arb_gl_spirv@execution@ubo@two-ubos,Fail
spec@arb_gl_spirv@execution@uniform@array,Fail
spec@arb_gl_spirv@execution@uniform@arrays-of-arrays,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-aoa-cs,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-aoa-fs,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-array-cs,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-array-fs,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-cs,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-mixing-with-normal-uniforms,Fail
spec@arb_gl_spirv@execution@uniform@atomic-uint-several-slots,Fail
spec@arb_gl_spirv@execution@uniform@embedded-structs,Fail
spec@arb_gl_spirv@execution@uniform@index-matches-location,Fail
spec@arb_gl_spirv@execution@uniform@initializer,Fail
spec@arb_gl_spirv@execution@uniform@initializer-complex,Fail
spec@arb_gl_spirv@execution@uniform@initializer-dvec4,Fail
spec@arb_gl_spirv@execution@uniform@initializer-mat4x3,Fail
spec@arb_gl_spirv@execution@uniform@nonsequential-locations,Fail
spec@arb_gl_spirv@execution@uniform@sampler2d,Fail
spec@arb_gl_spirv@execution@uniform@sampler2d-binding,Fail
spec@arb_gl_spirv@execution@uniform@sampler2d-binding-array,Fail
spec@arb_gl_spirv@execution@uniform@sampler2d-nonconst-nested-array,Fail
spec@arb_gl_spirv@execution@uniform@sampler2d-struct,Fail
spec@arb_gl_spirv@execution@uniform@simple,Fail
spec@arb_gl_spirv@execution@uniform@simple-without-names,Fail
spec@arb_gl_spirv@execution@uniform@struct,Fail
spec@arb_gl_spirv@execution@uniform@struct-array,Fail
spec@arb_gl_spirv@execution@uniform@two-uniforms,Fail
spec@arb_gl_spirv@execution@va64-simple,Fail
spec@arb_gl_spirv@execution@vs-ps-simple,Fail
spec@arb_gl_spirv@execution@vs-ps-specializations,Fail
spec@arb_gl_spirv@execution@xfb@vs_aoa,Fail
spec@arb_gl_spirv@execution@xfb@vs_block,Fail
spec@arb_gl_spirv@execution@xfb@vs_block_array,Fail
spec@arb_gl_spirv@execution@xfb@vs_block_array_offset_per_member,Fail
spec@arb_gl_spirv@execution@xfb@vs_double,Fail
spec@arb_gl_spirv@execution@xfb@vs_lines,Fail
spec@arb_gl_spirv@execution@xfb@vs_simple,Fail
spec@arb_gl_spirv@execution@xfb@vs_simple_multiple_samples,Fail
spec@arb_gl_spirv@execution@xfb@vs_struct,Fail
spec@arb_gl_spirv@execution@xfb@vs_struct_array,Fail
spec@arb_gl_spirv@execution@xfb@vs_triangles,Fail
spec@arb_gl_spirv@execution@xfb@vs_two_block,Fail
spec@arb_gl_spirv@execution@xfb@vs_two_sets,Fail
spec@arb_gl_spirv@execution@xfb@vs_two_sets_ifc,Fail
spec@arb_gl_spirv@execution@xfb@vs_two_sets_struct,Fail
spec@arb_gl_spirv@linker@uniform@multisampler,Fail
spec@arb_gl_spirv@linker@uniform@multisampler-array,Fail
spec@arb_gpu_shader5@arb_gpu_shader5-xfb-streams-without-invocations spirv,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat2-mat2,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat2x3-mat2x3,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat2x4-mat2x4,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat3-mat3,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat3x2-mat3x2,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat3x4-mat3x4,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat4-mat4,Fail
spec@arb_gpu_shader_fp64@execution@conversion@frag-conversion-explicit-dmat4x2-mat4x2,Fail
